(Do Not Modify) Consumer Advisory,(Do Not Modify) Row Checksum,(Do Not Modify) Modified On,Consumer Advisory ID,Title,Consumer Advisory Category,Supply,Start Date and Time,End Date and Time,Status,Redacted
4095b3cc-d0dc-ed11-a7c7-002248930713,PcrVuOlXE2gnXqCc2b9f20P0s/1dV6fLZfDVh5x+aPnJpiPGRRc+nazlgMlVVx6TuGj5chfV/DriTfWQfgx2Ow==,29/05/2023 3:20,CA-00001346,Boil Water Advisory | Acheron,Boil Water,Acheron,15/04/2023 10:00,26/05/2023 20:00,Inactive,FALSE
5680b443-5a2e-ed11-9db1-002248933ae4,Atbr09kzHxdk24S3dKDNbAghn3bpdtl80AjoqnNN5/InkRan8l/St2mOvwhow+1MijOyKNJyafBa0tdcbDPmwg==,8/12/22 03:19,CA-00001222,Boil water advisory Acheron (Selwyn DC),Boil Water,Acheron,7/8/22 21:08,10/8/22 08:00,Inactive,FALSE
915f34d1-f8dc-ee11-904c-000d3ad07db0,AAxERiVIOCuLGOmSlaOrRj8DWAdjjUw2JJpXSWdD6VCaqkeIaZUQ8ZKcVCQxfeMiCphDVKL8bgNBgcBluotlsQ==,22/04/2024 4:16,CA-00001549,Do Not Drink | Ahipara School,Do Not Drink,Ahipara School,7/3/24 08:00,18/03/2024 8:00,Inactive,FALSE
a48171fd-f5bd-ed11-8400-000d3acb5a90,T0G/7K2ppJu834pX0Cz5Rk7Eo4gEKkDkz/rmhnt07bZ9S5hZC2XmiCzsb9MKEUOATgRph52nyfNfc/D6XXWnCQ==,31/07/2023 22:58,CA-00001326,Boil Water Advisory | Akitio,Boil Water,Akitio,8/3/23 13:00,15/03/2023 11:30,Inactive,FALSE
5b771adb-af71-ed11-81ab-000d3acb5a90,SeIZj5T2j1jvIH/GOv8ceCRR+RgUh6wbtdH3j/Z1i0wmMBq4GTFjsi8j9OOVTLBpi5eNv2zxbANkaYHxjpjIDQ==,19/05/2023 2:40,CA-00001272,Boil water advisory Allandale,Boil Water,Allandale,1/12/22 21:00,15/12/2022 21:00,Inactive,FALSE
0f79619a-99d4-ec11-a7b5-002248934a11,NqogfEnaMWjwYbm+dwVeOT6JLkOv6sPyLzxUDpfn+cAfLGelLa2AK865UhXLXCYy2TWfhNhA2H7V/okxK7ab+g==,8/12/22 01:10,CA-00001076,Temporary boil water advisory Aoraki / Mt Cook (Mackenzie DC),Boil Water,Aoraki/ Mt Cook,13/05/2022 12:48,20/06/2022 8:00,Inactive,FALSE
ff241b2f-6c77-ee11-8179-000d3acb5a90,bp8CKEOa3JoFqZbUoeZbExFSHigbzrO8AKf8DmfApfIWTuIPagW3zqaRpiObLjgZVlRpsGEUuCKOK6s9oPMPvA==,25/01/2024 3:37,CA-00001469,Boil Water Advisory | Aranga School,Boil Water,Aranga School,27/10/2023 21:00,3/11/23 21:00,Inactive,FALSE
ca7ed535-b0ac-ed11-83ff-000d3acb5a90,fsPf2htTw2Nf+gj5yQiu9rtJgy+cbiF/YK4F4c6viY7dGy7CNVjXG4FvOzhT0oYbEk0HHSh6H6Uck3n8qzO8cA==,27/06/2023 0:45,CA-00001309,Boil Water Advisory | Arthurs Pass (Selwyn DC),Boil Water,Arthur's Pass,5/2/23 21:00,10/2/23 21:00,Inactive,FALSE
e7a420af-e330-ee11-bdf3-00224810b565,DpTtDra8ju/d8fwLKn9VNQxIaO4mWd11EkesJURBKnZGo0aaUgyJE697tAGojq9d+ohl6kRaewOcpSJT2VuDOg==,25/08/2023 1:35,CA-00001395,Boil water notice | Ashley gorge,Boil Water,Ashley Gorge,2/8/23 20:00,25/08/2023 5:00,Inactive,FALSE
011d9f20-ec95-ec11-b400-00224812b7d6,XVF3DPz4mZCfjd2b5qVcXNMMdwjo77WCAGfF7u9R5VYF4nxi1AabA9FIreNa5ZWS94lVc906klKFcQ7UocGGgQ==,8/12/22 00:43,CA-00001023,Temporary Boil Water advisory Ashley Gorge (Waimakariri DC),Boil Water,Ashley Gorge,24/02/2022 8:00,24/03/2022 8:00,Inactive,FALSE
3b720a12-0a08-ef11-9f89-000d3acae4c5,MBtHHkXYw+6xl6WA4uyDEYymFXw2l6mvaJrV7W863T3c/m/d1JkPnvNercH7GdEHXfXHtnbQU5HbvQc/U/HJhA==,1/5/24 22:28,CA-00001572,Do not Drink | Awanui School,Do Not Drink,Awanui School,7/3/24 08:00,8/4/24 08:00,Inactive,FALSE
65e19e18-ba84-ee11-8179-000d3acb5a90,h/9Gs98UqrVdSf6ZbRCRM0QegF8HcrU32XZzyL9PkInblu0fJrZ7/EcaPQm4KobpP9HTQBs6nS6MIR2zZOJK7Q==,5/2/24 01:15,CA-00001482,Do Not Drink Advisory | Awhitu School,Do Not Drink,Awhitu District School,9/11/23 08:00,20/11/2023 8:00,Inactive,FALSE
16500bb6-4f23-ed11-9db1-00224811ddc5,2xvNRcw3VtMuPsSlMfSIw0BfaOkx+DSa0bB6RPzLIVcVKpk7GyBHzfqXjHZpvzPEjTDA7t9P72q3ObRJu9S78Q==,5/12/22 02:33,CA-00001211,Do Not Use advisory for Planned water shutdown - Balclutha supply,Do Not Use,Balclutha,10/5/22 11:00,11/5/22 08:00,Inactive,FALSE
39c3895e-e571-ee11-8179-000d3acb5a90,SmXQP4AkgUDle6FBMReFqXfo5tIT0st14Ax7tkMGHX1JNUr25ZWlnNfGhQdi3ptGdB4axGiAyZg4hOjCR7uA4A==,30/10/2023 0:11,CA-00001426,Boil Water for Balmoral Rural,Boil Water,Balmoral Rural,18/10/2023 21:00,30/10/2023 21:00,Inactive,FALSE
0136571b-d6d7-ec11-a7b6-002248934a11,7o6WspcvG6p7j/4+CzrYud5tJrUdvPkgmnm8sIabco2blr6Q7tvLMlycTQ6D1+E0FMC4JBvKnt9POEplwsh48Q==,8/12/22 01:13,CA-00001079,Boil water advisory Balmoral Rural (Hurunui DC),Boil Water,Balmoral Rural,20/05/2022 10:30,22/06/2022 8:00,Inactive,FALSE
a03bd410-d4ae-ec11-983f-002248936f88,KJBTcSIDI/XB6mUfhxvvufd7uAeC/Kkrhqn8ZfOw6wKhGu0ukgU/jlYssvgFAn83gVnvGJh0sUP+5jR1Akj3ag==,8/12/22 00:47,CA-00001045,Temporary Boil Water advisory Bark Bay Campsite (Tasman DC),Boil Water,Bark Bay Campsite,28/03/2022 8:00,14/04/2022 8:30,Inactive,FALSE
86bb2e28-8ff6-ec11-82e7-002248934c07,Xi1fwKzYS4bZbi7y/WzbeQqv3dj/pQJagVY0CHsrEcAr0ZfchcZpKI0qo8eTwvT9xFw9zzYdA6VI1EFFKezRNw==,27/06/2023 0:45,CA-00001140,Boil Water Notice - Battle Hill Farm,Boil Water,Battle Hill Farm Forest Park,23/02/2022 10:00,28/02/2022 8:00,Inactive,FALSE
0b604b33-c7d1-ee11-9079-000d3acb5a90,lNlH/3lZmtN5PoAP0TyhbZ2db8hhLzwAfPA/VHlFQxQP8SIa2XIJ8hnFL7hfH76E7GDgtHC3CyprAPHUCNtsxA==,26/02/2024 1:09,CA-00001538,Boil Water Notice | Beachlands Networks,Boil Water,Beachlands Networks,22/02/2024 19:30,25/02/2024 17:00,Inactive,FALSE
9e2d31f8-0b42-ee11-bdf3-000d3acb5a90,qHFQUZh+a79dSLgRJvIGAACgvFDhzA6Lmkgr235Jd5vsLuumRwrER50DR3rmbo9I6uDt+L3orxjnSYhuIYua+w==,2/10/23 21:29,CA-00001401,Boil Water Advisory Blackball,Boil Water,Blackball,23/08/2023 21:00,30/09/2023 4:00,Inactive,FALSE
772e667b-73eb-ec11-bb3d-002248934c07,ZP8vKZPbwPndF/mnYmwzU9t3YExOb1+Xzbe/FNelqeSQutFMme7wVdw51TZPWelrOojzRnR/PI+38t0jhd6IyA==,8/12/22 01:45,CA-00001089,Boil water advisory Blackball (Grey DC),Boil Water,Blackball,14/06/2022 10:00,20/06/2022 8:00,Inactive,FALSE
9fe8d923-6cb1-ed11-83ff-000d3acb5a90,uLv6XYCQOXlFoeC3Rot/6lrHFipSVuZOD8/pnx71eQJEwTfN7B2pZmnLsNQ+9D4X9eCj0xkfzUZdemLLfyY4cQ==,6/3/24 03:11,CA-00001315,Do Not Drink Advisory | Broadwood Area School (Far North),Do Not Drink,Broadwood Area School,17/02/2023 21:00,30/04/2023 8:00,Inactive,FALSE
9158b3e5-ec18-ed11-b83e-00224811ddc5,S/LbAoctzX794R7Dhs44E5/B9MPRYUjyXss9oFW0gl3qw7oqyyQA36gwHrizBXYEckHL7CdCaM7xNebPo6W8jw==,8/12/22 03:03,CA-00001196,Boil Water advisory Castle Hill (Selwyn District Council),Boil Water,Castle Hill,10/8/22 08:00,26/08/2022 8:00,Inactive,FALSE
fbbc84c7-2bf8-ec11-82e7-002248934a11,aJQRRADoWAq+7hCGMjNaWDIO15k103GIOpxVXwvbLAgmwi00oYML5kei1xukmb0BZjkNqtLy2+h2gewtAm6VrA==,3/2/23 20:46,CA-00001142,COVID DND | Central Takaka School (Tasman DC),Do Not Drink,Central Takaka School,17/06/2022 8:00,,Inactive,FALSE
0b4dc1b6-05eb-ed11-8848-002248930713,tRfxbJzWAkDuHrObhfEcjsziohjEoc3W4AkjNF5EZovSoGnBqA6XClCnAliSocqAZHIA926ENSvuwy3KPdZAQA==,3/4/24 03:14,CA-00001354,Boil Water Advisory | Central Takaka Water Board,Boil Water,Central Takaka Water Board,5/5/23 20:00,14/06/2023 8:00,Inactive,FALSE
99825454-fbd6-ec11-a7b5-002248934a11,ZqD+NT9lb69NxJvK4RwbD7x8bK6y/o0JcKTO9hVdSZ1K7nQvf4B21OI1V03FBviUEAnfDCdfiRV2lGLCnmDivA==,3/2/23 20:43,CA-00001078,Temporary BWN | Claremont (Selwyn DC),Boil Water,Claremont,12/5/22 11:30,16/05/2022 16:10,Inactive,FALSE
50b245d4-a9fd-ed11-8f6d-002248930713,wDV8jb+4UPwdudvRsVfwDGe9ZmQOQ2ybGj00qvWJDF8uNCMRK+gxwsrd+MAL/6jfbhX7HfpipHt+v4NJxtbbVQ==,28/09/2023 3:31,CA-00001364,Boil Water Advisory | Clydevale Pomahaka Rural,Boil Water,Clydevale-Pomahaka Rural,25/05/2023 17:08,19/06/2023 9:30,Inactive,FALSE
290482a2-9a17-ed11-b83e-00224811ddc5,DMUOE9JRW22kLwNfyWZ+Vb4l6YWROybNRw3DAkS5UD6AbdA0QRNwhgmz6Z6kuWoquJ8h0iBahaFbDw/2kJXtTg==,27/06/2023 0:45,CA-00001194,Do not drink advisory Coatesville Playcentre,Do Not Drink,Coatesville Playcentre,5/8/22 16:00,15/08/2022 8:00,Inactive,FALSE
46fbaecd-29f5-ee11-a1fe-00224898b300,lM1hjUQ86PHxY+oQGKPRDGWYHwOSSljzmvnzZMf4YAzz4kLxemnIsjaR9YCUBurMnu8OLOamIkggYux4LUofIQ==,15/04/2024 3:11,CA-00001562,Do Not Drink | Colville School,Do Not Drink,Colville School,19/03/2024 8:00,,Active,FALSE
3c12e12b-e812-ed11-b83d-00224811ddc5,RvRV+6/I0lFEiKzzK468Li+ENRqr6aQPpqvskTFXZEL+WF5XXRM2S/Y8zNxZ/wekvMeysGHIdOajMwn55DxUxg==,5/12/22 02:04,CA-00001189,Don not drink advice - bringing own water in bottles for Dairy Flat School,Do Not Drink,Dairy Flat School,11/2/22 08:00,16/02/2022 8:00,Inactive,FALSE
e5c5a697-9edc-ed11-a7c7-002248930713,1oLNtYdHDs8Hac7Iy/as5nQLkQeWo8u+Loj0TfIfnD6xfLyAmosc7HnfAzrfh6LyQys9Qrw/wz8PvfH3dwGAEg==,17/04/2023 21:13,CA-00001343,Boil Water Notice | Dannevirke | Insect,Boil Water,Dannevirke,14/04/2023 14:00,18/04/2023 8:00,Inactive,FALSE
d33a62b6-3016-ee11-9cbe-000d3acb5a90,grXKImqCV232nerXah0gaF6ml17VMcKfGkoqdY11kTASBJPr+onnsroHm1mooMUNUA1+y62yAd/uBx9uonRSbQ==,29/06/2023 3:55,CA-00001377,Precaution Awaiting Toxicity results Cyanobacteria,Do Not Drink,Delta Lake Subdivision,16/05/2023 20:00,18/05/2023 20:00,Inactive,FALSE
1bb9fa37-23fb-ec11-82e6-002248934c07,DMBVEW4nvDLTx7m7gFZ7JLZbltilg9iw9TDrHxI0E+LtYIPvLCgLjTTa7DW9FspdMdD9oO44wDrNZU7aXmjpgA==,8/12/22 02:40,CA-00001145,Boil water advisory East Rd Broadlands,Boil Water,East Rd Broadlands,4/5/22 08:00,10/5/22 08:00,Inactive,FALSE
46fb969b-037d-ee11-8179-000d3acb5a90,i0nCBh5ymOIuqivqp2+briX3YIz/T0gjoXxWxsJARg46tRuEFpvWfwSX+srJ8UgtxcwiGzov2qVeryHCQ7ktsg==,13/11/2023 2:58,CA-00001472,BWN Eastern Bush Reticulation 4/11/23,Boil Water,Eastern Bush / Otahu Flat RWS,4/11/23 14:00,10/11/23 14:00,Inactive,FALSE
8b86f550-d9fa-ee11-9f89-00224898b300,+CS5mVZQlw0JBi8IDtJn255aIvSqfTTft1jjyT8sO8UELRCi+D1lCfJbnb3XnTqK0LW+9s20xtgbQ/sWVgVsVg==,22/04/2024 1:45,CA-00001565,Boil Water Advisory | Eighty Eight Valley Rural,Boil Water,Eighty Eight Valley Rural,11/4/24 08:00,,Active,FALSE
a14081b1-cfea-ed11-8848-002248930713,Ax8iGDrpRQ2mkYAU+4kspgVogiBSl7xvONuZyRZ2SK1yKd/sVUopIgK7jk55gQSpYtej0PZoHtctaoRuDuugyQ==,18/05/2023 3:56,CA-00001352,Boil Water Advisory | Eighty Eight Valley (Tasman DC),Boil Water,Eighty Eight Valley Rural,5/5/23 20:00,18/05/2023 20:00,Inactive,FALSE
ab656108-d9e7-ed11-8847-000d3acb5a90,DTxEU3ExtXr36mP/n8ZCvjAOZVnUOwgRThm4oWb+IldEtixLt2j74vY3xHWwEoNtFKDR36DLUay5EAboTlwkdw==,1/5/23 04:33,CA-00001350,Boil Water Advisory (E. coli) | Eighty Eight Rural (Tasman DC),Boil Water,Eighty Eight Valley Rural,19/04/2023 20:00,29/04/2023 0:00,Inactive,FALSE
b6c4a750-851e-ed11-b83d-00224811d0ee,Ewna7XKCqvwH1x89mzop5074sxqs6Yob64G1PO5zMLLBYzu0VRpkQDt3mGd+ITTQqz9/5ea+5YftS+/g5/sclA==,8/12/22 03:09,CA-00001203,Boil water advisory Eighty Eight Valley Rural (Tasman District Council),Boil Water,Eighty Eight Valley Rural,17/08/2022 17:00,26/08/2022 14:22,Inactive,FALSE
d5c47ee9-3fe1-ec11-bb3e-002248934a11,V9JEEEpiDosiN+ANdt55Wf5kzQC3tiLDP6rP39vhEkRA0wApIvO86TjS1J+SAyF+U/eplFjArzgaNx41Cwo7zw==,8/12/22 01:33,CA-00001082,Boil water advisory Eighty Eight Valley (Tasman DC),Boil Water,Eighty Eight Valley Rural,1/6/22 12:22,14/06/2022 8:00,Inactive,FALSE
6f89720b-8ad5-ec11-a7b5-002248934c07,FvtnVjx/KpT36mjBXKwPqMyQt6GQWsdJqftS2T1wG354kzJMUygAEnQl8BM1fLjXQwBs1APbbu2N9E1NvVOl4A==,8/12/22 01:12,CA-00001077,Boil water advisory Eketahuna May 2022,Boil Water,Eketahuna,17/05/2022 8:00,1/6/22 07:30,Inactive,FALSE
6390d34f-e8f6-ee11-a1fe-000d3ad1d620,wKdU9nLdLv4fBjNTHi5C1pujSXnZSRK3OFbRklrctEgzia1DNO0Gz4A8hZlfA/8EU3Cv75mpPahB6gajER45rg==,16/04/2024 1:36,CA-00001563,Boil Water Advisory | Franz Josef,Boil Water,Franz Josef,10/4/24 14:00,15/04/2024 8:00,Inactive,FALSE
493bd60c-d6b6-ed11-b597-000d3acb5a90,ja0XeVwPjJB0yqvg2mylL1s77lEvw8pXPXKbWjXKd5gZEy6TYUwnT0bdRn8x7S06BQg6PLy4TrHtZQ32ESSbQQ==,27/06/2023 20:50,CA-00001321,Boil Water Notice | Gisborne Supply - Residents Between Makaraka School and Buckleys Only,Boil Water,Gisborne,28/02/2023 12:00,30/03/2023 8:00,Inactive,FALSE
5156dc8f-a197-ed11-aad1-000d3acb5a90,GMwJoS77pRUE5S0DnqQKNy4IRwGungRITzXP0ep0RwOMDIIF8i5kB6cbvChNllxRtcbJFFf00PuHaoLDzcDd+g==,27/06/2023 0:45,CA-00001296,Boil water advisory Glenbrook Irrigation Company,Boil Water,Glenbrook Irrigation Company Limited,19/08/2022 8:00,24/08/2022 8:00,Inactive,FALSE
f3fd4cac-9b60-ee11-8df0-002248933ae4,KcMI75grkuxKCSjy7AFjWt9AkONo/XrU8DEEHkHzxvNpBAxLB4gTYJrNharbLSavxKM23qF1TtmkPkBMTxHDXw==,1/10/23 20:47,CA-00001419,Boil water advisory for Gore,Boil Water,Gore,23/09/2023 9:57,24/09/2023 11:42,Inactive,FALSE
f588deda-3c74-ed11-81ab-002248930713,ZImSRdD+fnsATmCDsRW2iFRZPZWniDZJYQ8Y6nMInh7JaUlq9MqtAJ2jgYtXVZHo8CwoU/Ey4VZyiS/4KAiAVg==,25/09/2023 19:33,CA-00001274,Boil water advisory Hahei Beach Limited Unregistered Supply,Boil Water,Hahei Beach Limited,29/11/2022 8:00,8/12/22 08:00,Inactive,FALSE
3d73fb14-d76b-ee11-9ae7-002248930713,RAlNZB7T6HhPwF4cW9DRek21HhdrYU1KY9dpuGwXgnCOD0lYi2vHPH4UkI6JoPZYTTKNTJWoUfOrsdeETjWUbw==,16/10/2023 3:51,CA-00001424,Precautionary Boil Water Advisory | Harihari (Westland DC),Boil Water,Harihari,29/09/2023 21:00,30/09/2023 21:00,Inactive,FALSE
74ff098b-2900-ef11-9f89-00224894414a,6KARilgATz9zej1JadPETaf6XqXAaawnWAO+komdP1xe4Zr8LOEArdwnuv6GRQLp/4q2IYXchHUUmeH9Kn0hgw==,22/04/2024 1:46,CA-00001567,Do Not Drink | Hartley's Road,Do Not Drink,Hartley's Road,18/04/2024 11:51,,Inactive,FALSE
b4723a29-ca16-ee11-9cbe-000d3acb5a90,uRtF4O8n+5OOxim8QhqJ+tL+9kwBDPWXTbGtj7GJRS9qZTdVN6cz5zyBhD5IBvQkwmrBO+gVHFRIVZE3t8+n8A==,29/06/2023 22:14,CA-00001378,Hautope Water Supply,Boil Water,Hautope Water Scheme,10/6/23 08:00,19/06/2023 8:00,Inactive,FALSE
1a6bbd40-1df1-ec11-bb3d-002248934a11,kiazTeM9K0owfplvNy2riV5UOtR3VV/QabLXAsnzQPj+AGYEvldPs80OTRYiEWdWnU3qAp/4kdRjig19W7vB8w==,8/12/22 01:59,CA-00001109,Boil Water advisory Hautope Water Scheme November 2021,Boil Water,Hautope Water Scheme,18/11/2021 8:00,4/12/21 08:00,Inactive,FALSE
59dcb52c-cd96-ed11-aad1-000d3acb5a90,DjHZ9fa9KqO26ZSQw6CvoztlqUHPCmEl4tqd52Idt2t4qUhPOEdxCbynC/JSMBpn33SMKjzK481G6xNuSvdGvw==,15/05/2023 23:16,CA-00001294,Boil Water Advisory | Hauturu School Supply,Boil Water,Hauturu School,9/12/22 08:00,9/2/23 08:00,Inactive,FALSE
4450daeb-a981-ee11-8179-002248930713,CXploKIn+6PWIXRJ4YGJk5P7vQ+58E8MxBt9FkrsqayR2el7FJFT2Ok1ygZCl7CjAHWi3Yfaiez4t4ulNNf+VQ==,8/3/24 02:49,CA-00001480,Do Not Drink - He Puna Ruku M_tauranga o Whangaruru,Do Not Drink,He Puna Ruku M_tauranga o Whangaruru,7/11/23 21:00,5/12/23 08:00,Inactive,FALSE
b155613f-f70e-ee11-8f6e-000d3acb5a90,nwbEnJzjqroM4kRXWYc8d18DzNFQNyuwBTtJdlJOl88K5VwEzgh7pd1oliroHSJTHPt37L5/0ioGeC0Nb1xJ4Q==,17/01/2024 19:52,CA-00001372,Boil water advisory | Whangaruru School,Boil Water,He Puna Ruku M_tauranga o Whangaruru,22/05/2023 8:00,11/8/23 08:00,Inactive,FALSE
441e7493-d50f-ee11-8f6e-002248930713,IoPL1wmtSokOwjCxHqNPkPAexvMb9ee0wuUMW7sg4oRQptb0+nFzD9Om1kCJoS1mKac3j91T1DpYLKFrexck/w==,10/7/23 01:39,CA-00001373,Boil Water Advisory | Hook (Waimate DC),Boil Water,Hook/Waituna Rural,21/06/2023 20:00,30/06/2023 20:00,Inactive,FALSE
e9ce2ea3-98ad-ed11-83ff-002248930713,pAEgVQ8WCle5oA/CPBW7rr9Xy3FM571Wt3COll9eOo09w+HKY7AOawyOqsCGYeOTzGks6diAGcMCGWva36uZJA==,22/03/2023 1:32,CA-00001312,Boil Water Advisory | Hook/Waituna (Waimate DC),Boil Water,Hook/Waituna Rural,9/3/23 01:00,8/3/23 21:00,Inactive,FALSE
d3e343d7-0cf1-ec11-bb3d-002248934a11,OcUf2wmiHf89lqWEi+41FwrfIjiTa/WidUEv+0vPHEsgGorKAt8Gl2GwnP1j5V1uqgqqmd+zE+fw8MfnEzO4hw==,8/12/22 01:56,CA-00001102,Do not drink advisory Hunua School while retesting done,Do Not Drink,Hunua School,26/11/2021 8:00,3/12/21 08:00,Inactive,FALSE
068f1658-11e2-ec11-bb3e-002248934a11,EBlDbtKZb6llx5a9Y5NuI0CeXIhWsw9rYVhJgwDmJZlDIiN5WqFTGLng25CZk7F9W2+0yhAROMNub/u3oxXkrw==,23/05/2023 1:38,CA-00001084,Boil water advisory Inangahua Junction (Buller DC),Boil Water,Inangahua Junction,20/05/2022 13:14,20/06/2022 20:00,Inactive,FALSE
29a71b0d-0592-ed11-aad0-000d3acb5a90,oKdU5pDxm78ou6LwP/faeCmFQ6KffqUeQalTuRctQrWcf1by8tqurEhdEA53B6xJ6eMXl9jTQfsnNX898+vYRw==,22/05/2023 23:38,CA-00001290,Boil Water Notice | Kaingaroa (Chathams),Boil Water,"Kaingaroa, Chatham Is.",16/12/2022 1:00,27/01/2023 21:00,Inactive,FALSE
70cc3e95-b8d8-ed11-a7c7-002248930713,Wp0VEbsmYtdL8CwhlNqt+Fjl1Aqy23tddHN/1nFo4lfCpGIRDx/Jngmas3ncmAGPWKdesJSHROHVgXFaCT7Sow==,29/05/2023 1:38,CA-00001341,Boil water advisory Kaitangata,Boil Water,Kaitangata,6/4/23 17:05,29/05/2023 12:45,Inactive,FALSE
3293d766-240e-ed11-b83d-00224811d0ee,wHGVWj3E4gFWdvmMh3oR24ZjrC3PxtHZNoNwKGOlLdzqvUd3P8hwKmil4GOsjZDNjVN3STPrGF+w4q5u4XAspw==,5/12/22 01:57,CA-00001179,Do not drink advice given to Kaitoke School,Do Not Drink,Kaitoke School (Wanganui),10/6/22 08:00,17/06/2022 8:00,Inactive,FALSE
4a417116-adb5-ee11-a568-000d3acb5a90,26lA7zMD8dQnqABt+M1GWOWoomyGXkUTDStYFV/7DqMFe6LKFED4lCR+ZwnbEscyeu2SWHtjueYguPgZ09u8nw==,15/02/2024 1:15,CA-00001517,Do Not Drink | Karaka School,Do Not Drink,Karaka School,17/01/2024 8:00,31/01/2024 8:00,Inactive,FALSE
4f611888-ec66-ee11-9ae7-000d3acb5a90,877RrPT2AE4JZibPxnvCcEz8t77r2XeinMoFMVs31WRabylsy2SIgCfpS3tOZs9pVdbFkbqrtGBtGDZ494qG0A==,15/02/2024 1:12,CA-00001422,Boil Water Advisory | Kaukapakapa School,Boil Water,Kaukapakapa School,4/10/23 08:00,31/10/2023 8:00,Inactive,FALSE
ebe075aa-665e-ee11-be6f-002248933ae4,FeusavAG81yJZrpkQIII7DYgGlfMEoXAhEA2xtYYYdYbX2Zk5aVXMPqGPq7EM+pvP3flijaxc/UJPgyaa7zRXQ==,29/09/2023 1:22,CA-00001416,Boil Water Notice for Kauru Hill,Boil Water,Kauru Hill,26/09/2023 2:00,29/09/2023 2:00,Inactive,FALSE
e434053c-9bdc-ed11-a7c6-000d3acb5a90,uSCF2UsRMuZHLi2SKn9s5JM51b8xHewwsx1oB2vdTlwKdgi3+bo1A7//EXubvMPOYd79TEM7cgpoFyDE1ts53g==,16/04/2023 21:11,CA-00001342,Boil water advisory for Kauru Hill,Boil Water,Kauru Hill,12/4/23 08:00,16/04/2023 8:00,Inactive,FALSE
dcfe1a75-1ced-ed11-8849-002248930713,HtbgB2H6lVsxuVZaj+9289R4Kyf7AWDfu21CBaw7iKd51dJeTkb7fWO6aTsdlWbXASfpbE3cThGcJcX6rAlTnw==,7/5/23 21:16,CA-00001355,Boil water advisory for Kauru Hill,Boil Water,Kauru Hill,21/03/2023 8:00,22/03/2023 10:00,Inactive,FALSE
f330180f-f469-ed11-81ab-002248930713,i5nH8IFuTfXWHQjljscPX4Q16FhVJiqGIY6/m5V7SdeFhvHk2lo/Fw2Q5dXxI3r7fazQJPqGdGTszAB8yM1UtQ==,19/12/2022 0:26,CA-00001267,Boil Water advisory and Conserve Water for Kauru Hill,Boil Water,Kauru Hill,19/11/2022 19:00,22/11/2022 9:00,Inactive,FALSE
