(Do Not Modify) Consumer Advisory,(Do Not Modify) Row Checksum,(Do Not Modify) Modified On,Consumer Advisory ID,Title,Consumer Advisory Category,Supply,Start Date and Time,End Date and Time,Status,Redacted
5ac73aae-de97-ee11-be37-002248933ae4,eEQaUFu1602/9Knd4YLiVbusDwHqDsK91LkXnKci2Co11+iaEzPg5905mwkHOcg2a/hETOiYRiqmR05ZUoS0Vw==,8/3/24 02:47,CA-00001501,Boil Water Advisory | Oxford Urban - Rural No. 2,Boil Water,Oxford Urban - Rural No. 2,23/11/2023 8:00,8/12/23 08:00,Inactive,FALSE
c6ba8a1d-9bcf-ee11-9079-002248930713,DfJJRHeq9INVXIsdXBGmblpNd5JXTlgutrTyf+vnSf6dzHJijNoW62DXWNJZ14EC2v0RYgV9QwsriRGlAqgvDA==,28/02/2024 20:27,CA-00001534,Do Not Drink Advisory | Paparimu School,Do Not Drink,Paparimu School,13/02/2024 8:00,26/02/2024 8:00,Inactive,FALSE
1dc8240e-f350-ed11-bba3-002248933ae4,ulnMOdS+nDU5mvzziogs00G+M077Sp4Lf00lVkMiUUIFsvj4uQp6Fy932MgjkHpy2DPKDU6caDo3Bp4tORug1g==,19/12/2022 0:26,CA-00001254,Do not drink advisory Paparimu Primary School,Do Not Drink,Paparimu School,20/10/2022 8:00,27/10/2022 8:00,Inactive,FALSE
2ac1175c-3b0d-ed11-b83d-00224811d0ee,ukBMnjXnPN/DA9B3eTHZV7drPAT6ziNRqFgKAOdah8IiLgkbmlvruleJf4OS1jYCv5OJEEFjoi/gfe5qf0MPdA==,5/12/22 01:56,CA-00001175,Do not drink advice issued for Paparimu Primary School,Do Not Drink,Paparimu School,27/07/2022 8:00,2/8/22 08:00,Inactive,FALSE
021d8953-79f2-ec11-bb3d-002248934a11,dnlzmPtImXVjmPnCr/AkDNFDlhoTFs7S977vIXA8o2JAkKlzDu7PjoBRcCUIUosZ99VgMY4Ca/NWWEsZ29Ks3Q==,5/12/22 01:53,CA-00001132,Do Not Drink advice and notices to staff and pupils of Paparimu Primary School,Do Not Drink,Paparimu School,26/11/2021 8:00,1/12/21 08:00,Inactive,FALSE
9f2b014f-c549-ed11-bba2-002248933ae4,WguMm4jtzvYjbZ30rYFzNB9X8dUO1BTleJ7kg7ZBOfFxqmtF0R0n1cqo7cvTMvpM55XmjCdpNdqVVtYOZ9vEiQ==,27/06/2023 0:45,CA-00001243,Boil water advisory Paparore School - E.coli,Boil Water,Paparore School,13/04/2022 8:00,13/05/2022 8:00,Inactive,FALSE
2a4f6a90-a649-ed11-bba2-002248933ae4,Nh9nVGlxz7IIFaLLiGCyiOLBq/nG5BXachQNRDlIZwQFJzIMdxeerJHO7Cae9c3mvJ2LAxYdm2fcHZbG93Y+EA==,5/12/22 00:46,CA-00001237,Do Not Drink - Paparore School,Do Not Drink,Paparore School,10/2/22 08:00,22/03/2022 8:00,Inactive,FALSE
90c64353-2008-ef11-9f89-00224894414a,TbHaN+nXSFkVbnoxV/HbzoSjaAGUTU7avJalHr0g2S68LzDt1cqcDkpn8Xlb6Z9MjTTQXP7iM9NZwSU/d98C5A==,2/5/24 01:07,CA-00001573,Boil Water Notice for,Boil Water,Para Para,14/04/2024 8:00,,Active,FALSE
1af6c4f1-d0dc-ed11-a7c6-000d3acb5a90,ityUEjjoQTsWax/OJ/NvGBJyYS7B5LSZ8ItmzujvSRGeqnozxojTWBylVr++1v1UYn0ClrYtSbUscYTMU7ePow==,21/04/2023 2:59,CA-00001347,Boil Water Advisory for Pateora,Boil Water,Patearoa,13/04/2023 14:53,20/04/2023 13:13,Inactive,FALSE
1ee684bb-f2e1-ec11-bb3e-002248934c07,hDr1v3Mzd2EczTXa2oqe3yKL6zCZvX0NtkZMeATqjZ9mSLF9fjQRxxCYCIPoNPiTFSZB0Az/upXaiA9vRSa6cw==,8/12/22 01:34,CA-00001083,Boil water advisory Peaks Supply,Boil Water,Peaks Rural Water Supply,2/6/22 08:00,21/06/2022 12:00,Inactive,FALSE
88ab2c19-3982-ed11-81ac-002248930713,HCELkO2xbK4a+1l36lBS+g265JHCZ9+AXGDtEms7kwlR3qrdrOx+EbYMw82hRKQ3HYMHYKeB2zVLbdqo0EC7og==,26/06/2023 23:16,CA-00001286,Temporary Chlorination of Supply | Pegasus Woodend (Waimakariri DC),Boil Water,Pegasus - Woodend,23/12/2022 21:00,17/01/2023 21:00,Inactive,FALSE
749f5af1-144d-ee11-be6f-000d3acb5a90,G5h6rrm+J1o8MoCxVQB8keohg8wuj5GSs10ckcJ+VB45FAs54qAHMLAPQgLBNJXE3r1laY8qVJCugUE11QV2vg==,13/09/2023 4:22,CA-00001406,Boil Water Advisory | Peria School,Do Not Drink,Peria School,7/8/23 08:00,14/08/2023 8:00,Inactive,FALSE
15b20b10-ad49-ed11-bba2-002248933ae4,VolkbJOIjOO46jIYBCvYArW4n4nMQWR1DCV+oTGmYvbwjUkttfYTaBF8ldNapps0gt6Fg8qqAx3GeM5BDWb6QQ==,5/12/22 01:01,CA-00001240,Do Not Drink - E. coli (unused tap) - Peria School,Do Not Drink,Peria School,3/3/22 08:00,22/03/2022 8:00,Inactive,FALSE
f16ed91d-d93e-ed11-bba2-002248933ae4,8zRHB6UiPP679zE7UQ9g0+N9yOoD/vBJ4ohGUA1Ky8/gIi0VLMUP72fagiU7MpRzw/scp2lABvy9xDo1HKbMFg==,5/12/22 02:06,CA-00001230,Do Not Drink Non potable signage erected at Piha Domain Campground,Do Not Drink,Piha Domain Campground,26/01/2022 8:00,29/01/2022 8:00,Inactive,FALSE
623d6f2e-68b1-ed11-83ff-000d3acb5a90,72CLqEBF4FmcJOS/JFUw9z12Tg00QEl1B6/qatBVIgkGI0upHQd0s3S85dx14kigk1gWBFOApq/XXE97AFjdtg==,27/02/2023 1:34,CA-00001313,Boil Water Notice - Cyclone Gabrielle,Boil Water,Pongaroa,16/02/2023 15:00,25/02/2023 16:30,Inactive,FALSE
d346e7ec-3b40-ed11-bba2-002248933f86,2vtyPh4/HOfJqdsUbKHbh/dTT8CUs5a9jiGzpRhJthBoPO0Z+wnS6TLjK1rnW3mrmjm/5RmVFY0yN4eCSrdKjQ==,27/06/2023 0:45,CA-00001231,Boil water advisory | Pongaroa Supply,Boil Water,Pongaroa,27/09/2022 20:30,29/09/2022 21:00,Inactive,FALSE
960a686f-b3f5-ec11-82e7-002248934c07,IA8/TgGfjVKgMhlNDX+XxMaphoiLWZRhmHNSKTxuTRa2BkvZ5vjC5UB8PX7TUaB+szDH+sL+fLzOUiT3iS+pnA==,8/12/22 02:35,CA-00001137,Boil water advisory Pongaroa,Boil Water,Pongaroa,17/06/2022 17:00,4/7/22 08:00,Inactive,FALSE
2374c378-bc84-ee11-8179-002248930713,LzVHW33LOKek2JuWCeUP/A057C+Vq2gqYoUAoOnZ9fdKjlDBjpyphmWUR+/2cG9p906NOe8Hv0Kh9NWR9Z6qxQ==,8/3/24 02:48,CA-00001483,Do Not Drink Advisory- Pouto School,Do Not Drink,Pouto School,15/11/2023 21:00,8/12/23 08:00,Inactive,FALSE
47ac566b-e163-ee11-8df0-002248933ae4,J+fMcbH3cBiXrk5uaoH1gnrnd1zI4AykkM3c6BCJxgzSM3eAxXEutwycoBNyL65PBeSdbAzlWR7mP1c/LDLrpA==,17/03/2024 20:30,CA-00001421,Boil water notice for Pukehangi Parklands Estate Rotorua (unregistered),Boil Water,Pukehangi Parklands Estate,6/10/23 05:30,17/10/2023 21:00,Inactive,FALSE
fda1313a-12b3-ed11-83ff-002248930713,laVkvT65ByS/bUGyvS55XbrIye0V6iCK1Q4SaNA2N5faYTsS8K4JQSnaghKSPxYL2ukr7p27eJWvGNA3oTGA8w==,3/3/23 20:23,CA-00001318,Boil Water,Boil Water,Punakaiki,23/02/2023 21:00,2/3/23 21:00,Inactive,FALSE
04f7c0ad-305e-ed11-9562-002248933f86,yA8FUf+vM0FKwGP+bOvKIrGWSVU6KhGnb2ah85i7ywXMbSOlz2qoTC18MLNK2lXH/NvdNU5W7wl6189ijsSOsg==,22/03/2024 1:33,CA-00001257,Long term boil water advisory Punakaiki Township (Buller DC) - General Turbidity,Boil Water,Punakaiki,5/11/22 21:00,15/11/2022 21:00,Inactive,FALSE
4a7d50b6-8329-ed11-9db1-00224811d0ee,tBmBKniLoRo6TXSGRP16YjIbSL+khx16aS47rspZ/lR2+JFjnuzVSNMayoFdigQL41I7HMkeHEd9X6JX6RQOqA==,13/06/2023 0:17,CA-00001219,Boil water advisory Punakaiki Township (Buller DC),Boil Water,Punakaiki,1/9/22 11:00,9/9/22 10:30,Inactive,FALSE
5fb1f001-697f-ee11-8179-002248933ae4,UBtUAONeXhZPLfpkW7St5QSS+ahu+de+WWh99xaQQ/KRiDsjFMkI10btdUis+Sb4UpWfp3xw1o81p0uD2YG+Kg==,8/3/24 02:48,CA-00001477,Boil Water Advisory | Putere School,Boil Water,Putere School,10/11/23 21:00,5/12/23 08:00,Inactive,FALSE
bf4ff8fb-5eb2-ed11-83ff-002248930713,4/llvpLE9jKis0k5VA54hNGL0weqnad1JN9mgthANjLBNudRSlcfxwZxeZfWOCowWBz/b+sPEQOzDxQKjeJTww==,22/02/2023 3:14,CA-00001317,Boil water advisory for Ranfurly,Boil Water,Ranfurly,7/2/23 15:18,16/02/2023 9:00,Inactive,FALSE
44bbd298-e0ed-ed11-8848-000d3acb5a90,Z6i0c35ro2j6IO1tyFfHW3kDOy43ldQi26/IwqcOOlhjFZ7/pbT2XzLZOUpl/BoN8rjMyph3ACKa3waFNOZECQ==,17/05/2023 1:11,CA-00001356,Boil Water Notice Redwood Valley 1,Boil Water,Redwood Valley 1,6/5/23 20:00,16/05/2023 20:00,Inactive,FALSE
a8ffc6e4-ba21-ed11-9db1-00224811d0ee,PXTNf5mIRtFdXxgRDcG4Y/SL2SwSpcX6U6S+pN4emoZI6ZvvltRbdnXIPqL054t0giTEr96m8NYFaw/1sLtyYQ==,8/12/22 03:13,CA-00001206,Boil water advisory Redwood Valley 1 (Tasman DC),Boil Water,Redwood Valley 1,20/08/2022 12:00,23/08/2022 17:11,Inactive,FALSE
58057f2a-bb21-ed11-9db1-00224811d0ee,puR4xK6Hg+2QQ8NgD8RNBTN9E36rhZjgvdaY9cYBS5ovonntbHPQ+gsJU+x1QZZTgpiK7zJGgtI721fJHCeGfA==,8/12/22 03:14,CA-00001207,Boil water advisory Redwood Valley 2 (Tasman DC),Boil Water,Redwood Valley 2,20/08/2022 12:00,23/08/2022 17:11,Inactive,FALSE
543e54b6-7efb-ed11-8f6e-002248930713,71yO3yyzjnnMA5Ii6resFaTf7SljsRIWapD/GCMVTBm94Wtodr/qjA4PJhIRQzG8wAtc7giwNVz0ygcyEjZMXg==,31/05/2023 1:19,CA-00001362,Boil Water for Remarkables Ski Area,Boil Water,Remarkables Ski Area,26/05/2023 8:00,29/05/2023 8:00,Inactive,FALSE
15370875-5a6f-ed11-81ab-000d3acb5a90,6yi3RjFEIcEvevVjZsCMATX3IV5MruZaMhXYyoG83q49Jcl+VXVtG4+JaSgkPkeeuyBflkZbGg/t+u757D1O6A==,7/2/24 01:18,CA-00001271,Boil water advisory for Richardson South water scheme consumers and Kaka Point residents,Boil Water,Richardson Rural,23/11/2022 18:20,14/12/2022 17:16,Inactive,FALSE
570984c7-e81d-ed11-b83d-00224811ddc5,iQgLOioWk7Fo9K8fy2JHxCR7F9vi6HFtRzIt23n/LBBv7WRSE5tC/ZsgTdfmKOJIuokvLqc57pBUnnzY+I/sww==,8/12/22 03:08,CA-00001201,Boil water advisory Richardson Rural and Kaka point,Boil Water,Richardson Rural,1/2/22 03:09,11/2/22 09:00,Inactive,FALSE
91bf77ce-cbe7-ee11-904d-002248933479,Xxo+UTec8riKKP1Fy+6LyRFb6uS+0mQf3HopkkHmcD7nBmrzE32Q34x4Q2lt16+0HBKgGwPoTaj2lJJd4HLaMQ==,21/03/2024 21:41,CA-00001554,Boil Water for Woodbourne,Boil Water,RNZAF Base Woodbourne,2/3/24 08:00,5/3/24 08:00,Inactive,FALSE
13e80d32-3ad7-ee11-904c-000d3a6a1138,+R07QSTsiI3gi1Ap/SQEMO9+0RIPYAXqpwOUb5nzhVm7RkH8cCPP1cRcPkhFys0bQbk4e+rTlYNXNf2Zmn7e2A==,4/3/24 02:55,CA-00001542,Boil Water | RNZAF Base Woodbourne,Boil Water,RNZAF Base Woodbourne,26/02/2024 18:00,28/02/2024 9:00,Inactive,FALSE
34054a9d-1d25-ee11-9965-002248930713,mgJnz4YoeaKXhc/4lxI3paEbPacsFYD0lHlp/gBIYh+qtLQF4xW/lsHsYZ0XwvOXsNG4QDDgrTMBx1q4CCpHbw==,15/01/2024 20:27,CA-00001388,bwn | Ruakituri School,Boil Water,Ruakituri School,17/07/2023 8:00,30/07/2023 8:00,Inactive,FALSE
c6237c5a-9bd2-ed11-a7c7-002248930713,6TCX6Z4P4NOKF4FNH0BQDhHsdDzYFzDwI1WZlJS/CaGpcKFfTyppHo+owSy1S7j7f8MmoigsAwzyPLCLtRI0Bw==,30/04/2023 20:29,CA-00001340,Boil Water Advisory | <Redacted>and <Redacted>,Boil Water,<Redacted>,4/4/23 08:00,28/04/2023 8:00,Inactive,TRUE
99854850-defb-ec11-82e6-002248934c07,T5YWEg5Qe4z4l+NqM4VM8SapnhA2XHqyUHLdRiW3/qcbt18KZQdbmE1nFJwIqxRThgz19HfJPdgkrfba+cmdzQ==,8/12/22 02:40,CA-00001147,Boil water advisory <Redacted> June 2022,Boil Water,<Redacted>,10/6/22 08:00,16/06/2022 8:00,Inactive,TRUE
9cfe9592-f3e9-ed11-8848-002248930713,LuxBK+t+7ldGDtfOKemvmbtlEzOwGadIn4ygsYqkPoG2XFcr/WwPK+BGIO64jqNau+8hYWGO3D4dNcKbwpJaWA==,15/05/2023 21:59,CA-00001351,Boil Water Notice for R_atoki,Boil Water,Ruatoki,3/5/23 08:00,9/5/23 08:00,Inactive,FALSE
b466e6f3-4c2b-ee11-9965-000d3acb5a90,4Y11TxnJX6G6vHp1Cttx542Oz5scprMw5d68MHGAn7UQwDi4dw+UMvOugVsehZDRN6FlAuQCyG94d821kIIK+A==,18/08/2023 3:04,CA-00001393,Seadown - Boil water notice,Boil Water,Seadown,26/07/2023 20:00,12/8/23 00:00,Inactive,FALSE
fd932cf3-72f2-ec11-bb3d-002248934a11,hZZWWh8vNO8/vDioa77vqeaSjnwGDxqAlnu3gZ/diTGyhngdGezAypdncTfZ4EwtiiLoJz3lqq+7kIy2Dnljag==,5/12/22 01:49,CA-00001129,Do Not Drink advisory given to Shakespeare Regional Lodge guests,Do Not Drink,Shakespear Regional Park,22/12/2021 8:00,26/12/2021 8:00,Inactive,FALSE
5ff2665a-0603-ed11-82e6-002248934a11,nl/jRtQ+g+mAAAO5oW9B9QKK18h0jYaM5tf3uUQKdrYY9JgZ/o/Us9/9kWoWBG85XodGENhm+zoMOwiIFYPhZw==,8/12/22 02:44,CA-00001153,Boil water advisory Springfield (Selwyn DC),Boil Water,Springfield,13/07/2022 17:40,18/07/2022 10:40,Inactive,FALSE
283dbfe2-d229-ee11-9965-000d3acb5a90,YbhdYL9FhAQyi9H8Prbj30BdKmwy4id34mxkuO8u07evNDsB1RwmcjQlV9EowfkispnK8Zzcggbg9gc2qV0Dmw==,20/08/2023 21:40,CA-00001392,Boilwater - St Andrews supply,Boil Water,St Andrews,24/07/2023 20:00,31/07/2023 21:30,Inactive,FALSE
cff18997-aaf1-ec11-bb3d-002248934a11,4xcXCHd6p+guOVlo2HhcA3OX+87VrikmxJl4tQwHbHuJ4bSm3e/pXLePRs9Pi4V1aUu/rsAmv+Uyl1ma+8I0VQ==,8/12/22 02:23,CA-00001119,"Boil water advisory Te Moana, St Andrews/Springbok & Downlands - Precautionary",Boil Water,St Andrews,20/12/2021 9:00,10/1/22 09:00,Inactive,FALSE
5eb53609-7ad7-ee11-904c-000d3a6a1138,2/2QfamfKHP5rd6hZo7tROHN0WSghdVcx6cIS6rQAD95n3vGeS/F3cm5S7Em1HLSv/bzCaKTT5ebjXjKg8V0bg==,4/3/24 20:01,CA-00001545,Boil Water Advisory | Strath Clyde Water,Boil Water,Strath Clyde Water Limited,1/3/24 11:16,,Inactive,FALSE
520d571e-c5ed-ec11-bb3d-002248934a11,E8FbvaHjerItlKUQDW33bHKktGLDVLzNsRDpRz8rOgY5sDf7LESsVcggt1He3bdTk5tvTV29Xh2bHRs4eJXErA==,8/12/22 01:47,CA-00001090,Boil water advisory Taitua Arboretum Hamilton City Council,Boil Water,Taitua Arboretum,30/05/2022 17:30,6/7/22 12:45,Inactive,FALSE
c1f28d49-c2f2-ed11-8849-002248930713,vscfOnKsl0fxwpFGFInCK+Ezb+Us86n1IkMF2ezzjOzHSXqviWjcixW3QgcpDvZ+4xWXb0SRTtMzYjdHf3srtg==,18/05/2023 3:58,CA-00001357,Boil Water Advisory | Tapawera (Tasman DC),Boil Water,Tapawera,10/5/23 20:00,18/05/2023 20:00,Inactive,FALSE
acda3d8a-7e89-ee11-be36-002248930713,ZH0mrkMV1dtxVFXEd56fU7H/RLJJTrzmwK9R/OP7fiLXDbBSULNEwNNTJ9QKCxzkx4MsyRL5jCupE/Bdx9QNzQ==,5/2/24 01:14,CA-00001488,Do No Use Advisory | Tauhoa School,Do Not Use,Tauhoa School,21/11/2023 8:00,7/12/23 08:00,Inactive,FALSE
0b4cbf71-1fea-ee11-a1fe-002248933479,SMN+UlmG6q0mmfUVpxYINU+uIdFGb6ZISAu2/bQdH35pVf17VX4Q++04Qpl4nTIzFBkM9JEhH5FDRSW5G/eo5w==,24/03/2024 22:17,CA-00001555,Boil Water I Taupo - Lake Terrace,Boil Water,Taupo - Lake Terrace,20/03/2024 8:00,22/03/2024 8:00,Inactive,FALSE
6adf9357-0601-ef11-9f89-00224894414a,yxv3vkTsGie55W7smUW71a28jjLecyazYXOypxBgsJIrJ2TkIYhP/VWqpa+JiuagNDbKxGPPjUGzp0uZLpbCPQ==,23/04/2024 0:13,CA-00001569,Do Not Drink | Tautoro School,Do Not Drink,Tautoro School,15/03/2024 8:00,,Active,FALSE
97d049a9-ab49-ed11-bba2-002248933ae4,JrshipzebsxntPNKtMVqMFhtqOXqXGFxnNXIXrQuUuJ3ePKmXFETGW2wagLJtOtR9lHLRgZLo0TslbH8KYGwYw==,5/12/22 01:02,CA-00001239,Do Not Drink - Tautoro School - E. coli,Do Not Drink,Tautoro School,16/02/2022 8:00,24/02/2022 8:00,Inactive,FALSE
7b7d4b2c-fdf1-ee11-904c-002248933479,ojOe4dTeqHJCfLBUKnkH1rVRqXiKSvfulKG8AI4R1k9bdfPCrw2pQUmn6kSgGF27pYVyk9olIL9d7HwnVBzKFA==,16/04/2024 19:27,CA-00001559,Do Not Drink I Te Aroha (few properties),Do Not Drink,Te Aroha,22/03/2024 8:00,16/04/2024 17:00,Inactive,FALSE
784ca54e-0788-ee11-be36-002248933ae4,8OTJvX58yn4g4J5N0HU5jQm8DRadlnoKSYgLBu91SIwGrAj2FlAEc9+SHZGcNMLwf0y0mrwbLrwNOr/6YBnmag==,21/11/2023 3:07,CA-00001486,Boil Water for Te Aroha Supply,Boil Water,Te Aroha,21/11/2023 14:00,21/11/2023 14:00,Inactive,FALSE
0b6453cf-33f7-ec11-82e7-002248934a11,j4dOB3gKXJYzIInuj0JijEIW7YKJnhaOk8z7Sh5NB+82UkV3vBC4sDh3c0a6W0h6IEorczD05XyvG8rPwIEiYA==,8/12/22 02:37,CA-00001141,Boil water advisory Te Hihi Primary School,Boil Water,Te Hihi School,29/06/2022 9:00,1/7/22 12:00,Inactive,FALSE
4198d99e-a55c-ee11-8def-000d3acb5a90,AKv/GXreEZuly7fVZbwbdqHfJp5IKIOH6UZgyK/ZshmCwqzMtM1prKN2Jn1xMX0DAiyr03LOFNhdHgQs494I7A==,24/10/2023 2:18,CA-00001412,Boil Water Advisory | Te Kaha - Opotiki DC,Boil Water,Te Kaha,26/09/2023 13:03,2/10/23 08:00,Inactive,FALSE
46e8687c-5ed0-ee11-9079-000d3acb5a90,T2mgCr5/cZ03gjCgSTjK0AMmLjgLNPas1zj+3kk/IoNje2pUOkTilFmyH9ekyG2NwhAGiEk4ZnF4LdjhNNKVZQ==,3/4/24 21:29,CA-00001536,Do not drink l Te Kura Kaupapa o te Waiu Ngati Porou,Do Not Drink,Te Kura Kaupapa Maori o Te Waiu o Ngati Porou,20/02/2024 8:30,,Active,FALSE
ac9b0932-5cd0-ee11-9079-000d3acb5a90,CWAER+9fDkS1UlFN4avla4fyqjSsF0Mxrj66FsRZz6thXp1o9DtbUq/DotTb8EG4q/WVnidwcZjquS4bRScHhA==,22/04/2024 3:56,CA-00001535,Do not drink l te Kura O Ngaati Hauaa l E. coli,Do Not Drink,Te Kura O Ngaati Hauaa,15/02/2024 8:30,1/3/24 08:00,Inactive,FALSE
b8ed76ba-237c-ee11-8179-002248930713,iybiy6qJBMh7abRbYueVgR9wLxYjUkM5U16NbRjcdi+5Gosfu6cm6/vglUEz5QuUbzpIrCZdqph8mxPvHRStzA==,30/01/2024 4:33,CA-00001471,"Boil Water Advisory | Te Kura o Te Kao (Northland, MoE)",Boil Water,Te Kura o Te Kao,3/11/23 09:30,10/11/23 08:00,Inactive,FALSE
3a99db8c-7295-ee11-be37-000d3acb5a90,j4c24CwnFodEMzcITmdbOzgdO3ctyp/C+PDuXyp4rhiQv+OK11KnitStJ6Ksujs5n7LW1FwzZnaQOF6VnH30Ag==,1/2/24 22:30,CA-00001497,Do Not Drink Advisory | <Redacted>,Do Not Drink,<Redacted>,8/12/23 08:00,29/01/2024 8:00,Inactive,TRUE
a25fd86d-534b-ed11-bba2-002248933f86,O3F+q5FxA6/cGwbxODgy8oTsAFab7kwsXKa/vmE2l45zBSmpTFuAGTkBdG0aunx+NOS+BQVnCggqhGvANl9B1w==,5/12/22 01:41,CA-00001251,Boil Water Notice - <Redacted>- 400+ E. coli,Boil Water,<Redacted>,8/7/22 08:00,27/07/2022 8:00,Inactive,TRUE
1b061bef-6be1-ee11-904c-000d3a6a1138,En3zBrqOlx8qsVzMLyY8xuAqVVEmfv6hUOhlWzYVWrhjWecPrlEljqezLUN4OUnt/xajPtG1tknCIWLr1C+Qhw==,14/03/2024 1:54,CA-00001550,Boil Water Advisory - <Redacted>,Boil Water,<Redacted>,8/3/24 08:00,14/03/2024 15:00,Inactive,TRUE
0eefe34b-1af1-ec11-bb3d-002248934c07,2RCZJdB7WkGIbpZSvrUBTBhdZGLmZiGaYMEXMryXsOKKZ3MYkCwfDBkxBbS+Ck454Fq9i0vgFGAiyl6DkWPUPw==,8/12/22 01:58,CA-00001106,Boil water advisory <Redacted>E Coli detected,Boil Water,<Redacted>,21/12/2021 8:00,22/12/2021 8:00,Inactive,TRUE
42e8009a-524b-ed11-bba2-002248933f86,6B+LsXSWDjdo/Wp9jK7d1uknhs1gAFoPBMAfw0cuguW6kVudJdGHBecg6gJBYU/AUa7XTzXKeeWAJL3LE3CuWw==,5/12/22 01:40,CA-00001250,Do Not Drink - <Redacted> - E. coli,Do Not Drink,<Redacted>,13/05/2022 8:00,20/05/2022 8:00,Inactive,TRUE
346fbbf3-2711-ed11-b83d-00224811d0ee,ae97D1tF1r+bkPO7VTRG5xUY1M8m79FCOO7niAW9A4nre9IPquNdkCEcW/Enb/aSKhg/+dfHYt6/wy4uS0OqBA==,8/12/22 03:00,CA-00001182,Boil Water advisory Tihiroa - Otorahanga District Council,Boil Water,Tihiroa,29/07/2022 8:00,3/8/22 08:00,Inactive,FALSE
b628ad40-9a7e-ee11-8179-000d3acb5a90,+TW1bN0xegmKseKiVSeBivXx9lXVwMDEtqg6qFiTAXv75CQ3y4hmN5W1Mt1IKKhmrKraa5vSKJKMt6XfFOCk/g==,8/3/24 02:48,CA-00001475,Boil Water Advisory | Tikitiki School,Boil Water,Tikitiki School,9/11/23 21:00,11/12/23 08:00,Inactive,FALSE
d00ebed8-b5f1-ec11-bb3d-002248934a11,y3Ji5HhL5FWuIhLFGwYIsXDFipSapGqynvsvGO2uonC5EVpJ2Xr03dkIeVzkRVpXkj2jfzL4/Z3kygM6Dq4NrA==,8/12/22 02:26,CA-00001123,Do not drink advisory Tiniroto School,Do Not Drink,Tiniroto School,11/2/22 08:00,20/02/2022 8:00,Inactive,FALSE
5c9d9140-36e8-ec11-bb3d-002248934a11,3ZIeTwNT0yapkC0MY/agWAqjZTrRlCWRP+vivq8g1QrSsbHw8OCJ7QVroW6je0JFG4dk7t7YVY423zMd9gBpVQ==,8/12/22 01:37,CA-00001087,Boil water advisory Huiarau Primary School,Boil Water,TKKM o Huiarau,10/6/22 14:30,16/06/2022 8:00,Inactive,FALSE
4fb05fed-07f1-ec11-bb3d-002248934c07,b04nK/OEisI1pGLwrImpVdhuaDFYQ+rCxGxTb4nTNPdaG4OXtES9W+s5CETtlU4JBtb28jbX4nKmX1NyDB3mFg==,8/12/22 01:53,CA-00001097,Boil water advisory Tokarahi/Livingstone,Boil Water,Tokarahi/Livingstone,6/12/21 19:40,13/12/2021 9:00,Inactive,FALSE
796c6d1d-f8c9-ee11-9079-000d3acb5a90,rLiiLPX34urmbad2O1LdWzbAyNA+l5n2GwlqvaZg5y32TKAGC045AqVrfwlNJZyj1wCs4+61ZY/TVEJqEut8Nw==,24/03/2024 20:00,CA-00001524,Do Not Drink Advisory | Totara North School,Do Not Drink,Totara North School,9/2/24 08:00,22/03/2024 4:30,Inactive,FALSE
